step,timestamp,train_loss,val_loss
0,2025-08-08 09:09:07,12.343470,12.348900
1,2025-08-08 09:09:31,12.309221,
2,2025-08-08 09:09:56,12.235598,
3,2025-08-08 09:10:21,12.125738,
4,2025-08-08 09:10:46,12.020708,
5,2025-08-08 09:11:11,11.937102,
6,2025-08-08 09:11:36,11.818285,
7,2025-08-08 09:12:00,11.740059,
8,2025-08-08 09:12:25,11.672552,
9,2025-08-08 09:12:50,11.683515,
10,2025-08-08 09:13:14,11.625294,
11,2025-08-08 09:13:39,11.567335,
12,2025-08-08 09:14:03,11.484446,
13,2025-08-08 09:14:28,11.432788,
14,2025-08-08 09:14:53,11.418585,
15,2025-08-08 09:15:19,11.422462,
16,2025-08-08 09:15:45,11.463056,
17,2025-08-08 09:16:11,11.331006,
18,2025-08-08 09:16:37,11.242848,
19,2025-08-08 09:17:02,11.329425,
20,2025-08-08 09:17:27,11.296953,
21,2025-08-08 09:17:52,11.242680,
22,2025-08-08 09:18:16,11.235023,
23,2025-08-08 09:18:41,11.162071,
24,2025-08-08 09:19:06,11.110438,
25,2025-08-08 09:19:31,11.050575,
26,2025-08-08 09:19:56,11.150023,
27,2025-08-08 09:20:21,11.053886,
28,2025-08-08 09:20:46,10.897414,
29,2025-08-08 09:21:11,10.794821,
30,2025-08-08 09:21:36,10.740588,
31,2025-08-08 09:22:01,10.833613,
32,2025-08-08 09:22:25,10.719410,
33,2025-08-08 09:22:50,10.810506,
34,2025-08-08 09:23:14,10.803946,
35,2025-08-08 09:23:39,10.730895,
36,2025-08-08 09:24:04,10.670545,
37,2025-08-08 09:24:29,10.642897,
38,2025-08-08 09:24:53,10.520808,
39,2025-08-08 09:25:18,10.541799,
40,2025-08-08 09:25:43,10.498628,
41,2025-08-08 09:26:07,10.494751,
42,2025-08-08 09:26:32,10.234882,
43,2025-08-08 09:26:56,10.204535,
44,2025-08-08 09:27:21,10.344893,
45,2025-08-08 09:27:46,10.338383,
46,2025-08-08 09:28:11,10.276879,
47,2025-08-08 09:28:35,10.177662,
48,2025-08-08 09:29:00,10.101870,
49,2025-08-08 09:29:24,10.038642,
50,2025-08-08 09:29:50,10.000633,10.006995
51,2025-08-08 09:30:15,9.955997,
52,2025-08-08 09:30:39,9.813083,
53,2025-08-08 09:31:03,9.810219,
54,2025-08-08 09:31:27,9.789321,
55,2025-08-08 09:31:52,9.788415,
56,2025-08-08 09:32:16,9.694731,
57,2025-08-08 09:32:41,9.601844,
58,2025-08-08 09:33:05,9.545814,
59,2025-08-08 09:33:29,9.456133,
60,2025-08-08 09:33:54,9.377325,
61,2025-08-08 09:34:18,9.297768,
62,2025-08-08 09:34:43,9.185419,
63,2025-08-08 09:35:07,9.134372,
64,2025-08-08 09:35:32,9.072322,
65,2025-08-08 09:35:56,9.013476,
66,2025-08-08 09:36:21,8.921812,
67,2025-08-08 09:36:46,8.879889,
68,2025-08-08 09:37:10,8.794609,
69,2025-08-08 09:37:35,8.730128,
70,2025-08-08 09:38:00,8.615242,
71,2025-08-08 09:38:24,8.579731,
72,2025-08-08 09:38:48,8.486202,
73,2025-08-08 09:39:13,8.410241,
74,2025-08-08 09:39:38,8.327712,
