step,timestamp,train_loss,val_loss
0,2025-07-11 11:26:18,9.842196,9.844924
1,2025-07-11 11:26:41,9.797179,
2,2025-07-11 11:27:04,9.732589,
3,2025-07-11 11:27:28,9.656321,
4,2025-07-11 11:27:50,9.526023,
5,2025-07-11 11:28:17,9.459143,
6,2025-07-11 11:28:39,9.381680,
7,2025-07-11 11:29:02,9.321295,
8,2025-07-11 11:29:27,9.236008,
9,2025-07-11 11:29:50,9.272366,
10,2025-07-11 11:30:16,9.150055,
11,2025-07-11 11:30:38,9.098566,
12,2025-07-11 11:31:01,9.083395,
13,2025-07-11 11:31:24,9.080956,
14,2025-07-11 11:31:48,9.033393,
15,2025-07-11 11:32:13,8.990042,
16,2025-07-11 11:32:36,8.996895,
17,2025-07-11 11:32:59,8.935650,
18,2025-07-11 11:33:22,8.924174,
19,2025-07-11 11:33:45,8.920909,
20,2025-07-11 11:34:09,8.929510,
21,2025-07-11 11:34:32,8.938889,
22,2025-07-11 11:34:56,8.891232,
23,2025-07-11 11:35:18,8.837025,
24,2025-07-11 11:35:41,8.865424,
25,2025-07-11 11:36:08,8.844172,
26,2025-07-11 11:36:31,8.834267,
27,2025-07-11 11:36:55,8.924951,
28,2025-07-11 11:37:18,8.929193,
29,2025-07-11 11:37:42,8.922010,
30,2025-07-11 11:38:08,8.913806,
31,2025-07-11 11:38:31,8.854388,
32,2025-07-11 11:38:53,8.799087,
33,2025-07-11 11:39:17,8.813966,
34,2025-07-11 11:39:42,8.791467,
35,2025-07-11 11:40:07,8.777273,
36,2025-07-11 11:40:31,8.754139,
37,2025-07-11 11:40:55,8.696901,
38,2025-07-11 11:41:18,8.696307,
39,2025-07-11 11:41:43,8.671489,
40,2025-07-11 11:42:08,8.584212,
41,2025-07-11 11:42:32,8.504095,
42,2025-07-11 11:42:56,8.357996,
43,2025-07-11 11:43:18,8.372520,
44,2025-07-11 11:43:42,8.386766,
45,2025-07-11 11:44:08,8.351476,
46,2025-07-11 11:44:31,8.327098,
47,2025-07-11 11:44:56,8.363532,
48,2025-07-11 11:45:21,8.394419,
49,2025-07-11 11:45:45,8.351162,
50,2025-07-11 11:46:13,8.325207,8.364300
51,2025-07-11 11:46:36,8.229869,
