step,timestamp,train_loss,val_loss
0,2025-07-14 11:54:03,9.846994,9.853807
1,2025-07-14 11:54:19,9.817616,
2,2025-07-14 11:54:35,9.743644,
3,2025-07-14 11:54:52,9.643980,
4,2025-07-14 11:55:10,9.532836,
5,2025-07-14 11:55:29,9.433052,
6,2025-07-14 11:55:45,9.350632,
7,2025-07-14 11:56:01,9.276539,
8,2025-07-14 11:56:18,9.202188,
9,2025-07-14 11:56:32,9.123157,
10,2025-07-14 11:56:48,9.111073,
11,2025-07-14 11:57:04,9.153115,
12,2025-07-14 11:57:19,9.041380,
13,2025-07-14 11:57:33,8.991671,
14,2025-07-14 11:57:48,8.939949,
15,2025-07-14 11:58:03,8.899363,
16,2025-07-14 11:58:18,8.898921,
17,2025-07-14 11:58:33,8.960799,
18,2025-07-14 11:58:49,8.950781,
19,2025-07-14 11:59:06,8.956606,
20,2025-07-14 11:59:22,8.936031,
21,2025-07-14 11:59:38,8.877818,
22,2025-07-14 11:59:53,8.850084,
23,2025-07-14 12:00:08,8.836727,
24,2025-07-14 12:00:24,8.842793,
25,2025-07-14 12:00:39,8.797708,
26,2025-07-14 12:00:55,8.743553,
27,2025-07-14 12:01:09,8.712196,
28,2025-07-14 12:01:23,8.719886,
29,2025-07-14 12:01:37,8.751170,
30,2025-07-14 12:01:54,8.762587,
31,2025-07-14 12:02:10,8.617728,
32,2025-07-14 12:02:26,8.569581,
33,2025-07-14 12:02:42,8.569694,
34,2025-07-14 12:02:58,8.538500,
35,2025-07-14 12:03:14,8.514050,
36,2025-07-14 12:03:31,8.435016,
37,2025-07-14 12:03:47,8.549944,
38,2025-07-14 12:04:04,8.524473,
39,2025-07-14 12:04:19,8.425674,
40,2025-07-14 12:04:36,8.378381,
41,2025-07-14 12:04:53,8.375445,
42,2025-07-14 12:05:09,8.425662,
43,2025-07-14 12:05:24,8.401313,
44,2025-07-14 12:05:39,8.341650,
45,2025-07-14 12:05:55,8.313559,
46,2025-07-14 12:06:09,8.288350,
47,2025-07-14 12:06:25,8.271595,
48,2025-07-14 12:06:40,8.253726,
49,2025-07-14 12:06:57,8.226111,
50,2025-07-14 12:07:12,8.205012,8.277612
51,2025-07-14 12:07:27,8.177732,
52,2025-07-14 12:07:44,8.120420,
53,2025-07-14 12:08:00,8.109348,
54,2025-07-14 12:08:16,8.114423,
55,2025-07-14 12:08:31,8.121631,
56,2025-07-14 12:08:45,8.129162,
57,2025-07-14 12:09:01,8.050047,
58,2025-07-14 12:09:16,8.018621,
59,2025-07-14 12:09:31,7.979887,
60,2025-07-14 12:09:47,8.107401,
61,2025-07-14 12:10:02,8.113664,
62,2025-07-14 12:10:17,7.999758,
63,2025-07-14 12:10:31,7.868472,
64,2025-07-14 12:10:46,7.894361,
65,2025-07-14 12:11:03,7.926700,
66,2025-07-14 12:11:19,7.820790,
67,2025-07-14 12:11:35,7.823843,
68,2025-07-14 12:11:50,7.800538,
69,2025-07-14 12:12:05,7.801288,
70,2025-07-14 12:12:21,7.787785,
71,2025-07-14 12:12:36,7.790390,
72,2025-07-14 12:12:52,7.795325,
73,2025-07-14 12:13:08,7.534265,
74,2025-07-14 12:13:23,7.549982,
75,2025-07-14 12:13:39,7.831846,
76,2025-07-14 12:13:53,7.791090,
77,2025-07-14 12:14:08,7.778320,
78,2025-07-14 12:14:25,7.749801,
79,2025-07-14 12:14:40,7.724886,
80,2025-07-14 12:14:56,7.710488,
81,2025-07-14 12:15:11,7.729304,
82,2025-07-14 12:15:27,7.668146,
83,2025-07-14 12:15:41,7.609384,
84,2025-07-14 12:15:57,7.595574,
85,2025-07-14 12:16:13,7.608943,
86,2025-07-14 12:16:28,7.594392,
87,2025-07-14 12:16:45,7.536397,
88,2025-07-14 12:17:00,7.555531,
89,2025-07-14 12:17:16,7.531544,
90,2025-07-14 12:17:31,7.511540,
91,2025-07-14 12:17:47,7.495919,
92,2025-07-14 12:18:00,7.492743,
93,2025-07-14 12:18:16,7.490234,
94,2025-07-14 12:18:32,7.471553,
95,2025-07-14 12:18:49,7.456926,
96,2025-07-14 12:19:06,7.438689,
97,2025-07-14 12:19:22,7.476821,
98,2025-07-14 12:19:38,7.429749,
99,2025-07-14 12:19:55,7.422678,
100,2025-07-14 12:20:15,7.416804,7.463746
101,2025-07-14 12:20:32,7.430809,
102,2025-07-14 12:20:48,7.397812,
103,2025-07-14 12:21:05,7.378664,
104,2025-07-14 12:21:23,7.376075,
105,2025-07-14 12:21:40,7.335821,
106,2025-07-14 12:21:57,7.289980,
107,2025-07-14 12:22:14,7.269290,
108,2025-07-14 12:22:30,7.285395,
109,2025-07-14 12:22:48,7.276980,
110,2025-07-14 12:23:06,7.242167,
111,2025-07-14 12:23:22,7.239440,
112,2025-07-14 12:23:38,7.214721,
113,2025-07-14 12:23:53,7.233568,
114,2025-07-14 12:24:10,7.191714,
115,2025-07-14 12:24:28,7.165020,
116,2025-07-14 12:24:45,7.183118,
117,2025-07-14 12:25:01,7.144334,
118,2025-07-14 12:25:15,7.119506,
119,2025-07-14 12:25:32,7.115951,
120,2025-07-14 12:25:49,7.149499,
121,2025-07-14 12:26:06,7.120250,
122,2025-07-14 12:26:23,7.158491,
123,2025-07-14 12:26:40,7.139937,
124,2025-07-14 12:26:55,7.125947,
125,2025-07-14 12:27:11,7.101457,
126,2025-07-14 12:27:26,7.100948,
127,2025-07-14 12:27:40,7.056624,
128,2025-07-14 12:27:57,7.014712,
129,2025-07-14 12:28:14,7.004560,
130,2025-07-14 12:28:29,7.056933,
131,2025-07-14 12:28:44,7.049203,
132,2025-07-14 12:28:59,7.043418,
133,2025-07-14 12:29:15,7.019815,
134,2025-07-14 12:29:28,7.065652,
135,2025-07-14 12:29:45,7.022675,
136,2025-07-14 12:30:00,7.021163,
137,2025-07-14 12:30:16,7.023732,
138,2025-07-14 12:30:32,7.011065,
139,2025-07-14 12:30:47,6.982083,
140,2025-07-14 12:31:04,6.876238,
141,2025-07-14 12:31:19,6.889573,
142,2025-07-14 12:31:33,6.930053,
143,2025-07-14 12:31:49,6.915081,
144,2025-07-14 12:32:05,6.916295,
145,2025-07-14 12:32:21,6.990550,
146,2025-07-14 12:32:37,6.964595,
147,2025-07-14 12:32:53,6.973315,
148,2025-07-14 12:33:08,6.948615,
149,2025-07-14 12:33:24,6.961915,
150,2025-07-14 12:33:43,7.115946,6.825858
151,2025-07-14 12:33:59,6.964682,
152,2025-07-14 12:34:17,6.902010,
153,2025-07-14 12:34:33,6.825184,
154,2025-07-14 12:34:49,7.011063,
155,2025-07-14 12:35:08,6.982257,
156,2025-07-14 12:35:24,6.925357,
157,2025-07-14 12:35:39,6.960745,
158,2025-07-14 12:35:56,7.021523,
159,2025-07-14 12:36:12,7.293958,
160,2025-07-14 12:36:30,7.035967,
161,2025-07-14 12:36:48,6.979561,
162,2025-07-14 12:37:05,6.830497,
163,2025-07-14 12:37:23,6.770559,
164,2025-07-14 12:37:39,7.236263,
165,2025-07-14 12:37:54,7.152957,
166,2025-07-14 12:38:09,6.787051,
167,2025-07-14 12:38:25,6.773033,
168,2025-07-14 12:38:41,6.648224,
169,2025-07-14 12:38:57,6.792172,
170,2025-07-14 12:39:14,6.863623,
171,2025-07-14 12:39:29,6.929843,
172,2025-07-14 12:39:43,6.823524,
173,2025-07-14 12:39:59,6.812037,
174,2025-07-14 12:40:16,6.725779,
175,2025-07-14 12:40:31,6.538617,
176,2025-07-14 12:40:48,6.555185,
