step,timestamp,train_loss,val_loss
0,2025-07-13 20:05:33,9.738392,9.778142
1,2025-07-13 20:05:52,9.655871,
2,2025-07-13 20:06:12,9.549435,
3,2025-07-13 20:06:31,9.375123,
4,2025-07-13 20:06:50,9.175722,
5,2025-07-13 20:07:11,9.081170,
6,2025-07-13 20:07:29,9.038361,
7,2025-07-13 20:07:47,8.879253,
8,2025-07-13 20:08:05,8.761044,
9,2025-07-13 20:08:22,8.825924,
10,2025-07-13 20:08:43,8.763474,
11,2025-07-13 20:09:03,8.675393,
12,2025-07-13 20:09:21,8.617094,
13,2025-07-13 20:09:39,8.647511,
14,2025-07-13 20:09:59,8.589410,
15,2025-07-13 20:10:20,8.564279,
16,2025-07-13 20:10:39,8.512456,
17,2025-07-13 20:10:58,8.429162,
18,2025-07-13 20:11:18,8.423788,
19,2025-07-13 20:11:38,8.444354,
20,2025-07-13 20:11:59,8.548268,
21,2025-07-13 20:12:18,8.577176,
22,2025-07-13 20:12:38,8.440264,
23,2025-07-13 20:12:57,8.450832,
24,2025-07-13 20:13:18,8.410751,
25,2025-07-13 20:13:38,8.174036,
26,2025-07-13 20:13:58,8.054187,
27,2025-07-13 20:14:17,8.203019,
28,2025-07-13 20:14:36,8.237951,
29,2025-07-13 20:14:55,8.096817,
30,2025-07-13 20:15:16,8.167995,
31,2025-07-13 20:15:35,8.077432,
32,2025-07-13 20:15:54,8.013772,
33,2025-07-13 20:16:12,8.065430,
34,2025-07-13 20:16:31,7.920435,
35,2025-07-13 20:16:50,7.867058,
36,2025-07-13 20:17:11,7.792577,
37,2025-07-13 20:17:30,7.839718,
38,2025-07-13 20:17:51,7.793667,
39,2025-07-13 20:18:12,7.763419,
40,2025-07-13 20:18:34,7.720781,
41,2025-07-13 20:18:53,7.685246,
42,2025-07-13 20:19:13,7.599042,
43,2025-07-13 20:19:35,7.643526,
44,2025-07-13 20:19:54,7.595360,
45,2025-07-13 20:20:15,7.591317,
46,2025-07-13 20:20:35,7.547787,
47,2025-07-13 20:20:56,7.524380,
48,2025-07-13 20:21:16,7.498864,
49,2025-07-13 20:21:37,7.484385,
50,2025-07-13 20:22:00,7.469267,7.708652
51,2025-07-13 20:22:19,7.412123,
52,2025-07-13 20:22:39,7.381543,
53,2025-07-13 20:22:59,7.365289,
54,2025-07-13 20:23:18,7.307435,
55,2025-07-13 20:23:38,7.298763,
56,2025-07-13 20:24:00,7.299253,
57,2025-07-13 20:24:21,7.275713,
58,2025-07-13 20:24:42,7.250017,
59,2025-07-13 20:25:03,7.208131,
60,2025-07-13 20:25:25,7.191914,
61,2025-07-13 20:25:43,7.198984,
62,2025-07-13 20:26:03,7.184386,
63,2025-07-13 20:26:24,7.189466,
64,2025-07-13 20:26:43,7.169111,
65,2025-07-13 20:27:04,7.111248,
66,2025-07-13 20:27:23,7.086178,
67,2025-07-13 20:27:43,7.021347,
68,2025-07-13 20:28:01,6.997864,
69,2025-07-13 20:28:21,6.981276,
70,2025-07-13 20:28:43,6.954655,
71,2025-07-13 20:29:04,6.926568,
72,2025-07-13 20:29:23,6.924302,
73,2025-07-13 20:29:42,6.916900,
74,2025-07-13 20:30:02,6.944221,
75,2025-07-13 20:30:21,6.889838,
76,2025-07-13 20:30:41,6.888588,
77,2025-07-13 20:31:00,6.895912,
78,2025-07-13 20:31:17,6.848584,
79,2025-07-13 20:31:37,6.877169,
80,2025-07-13 20:31:57,6.884962,
81,2025-07-13 20:32:17,6.827268,
82,2025-07-13 20:32:35,6.818983,
83,2025-07-13 20:32:55,6.899013,
84,2025-07-13 20:33:15,6.909621,
85,2025-07-13 20:33:36,6.872954,
86,2025-07-13 20:33:56,6.894303,
87,2025-07-13 20:34:15,6.892063,
88,2025-07-13 20:34:34,6.944440,
89,2025-07-13 20:34:54,7.050419,
90,2025-07-13 20:35:15,6.976166,
91,2025-07-13 20:35:35,6.958952,
92,2025-07-13 20:35:52,6.955229,
93,2025-07-13 20:36:13,6.969202,
94,2025-07-13 20:36:31,6.922799,
95,2025-07-13 20:36:52,6.889292,
96,2025-07-13 20:37:11,6.740376,
97,2025-07-13 20:37:31,6.677951,
98,2025-07-13 20:37:49,6.554887,
99,2025-07-13 20:38:09,6.655339,
100,2025-07-13 20:38:34,6.867063,6.866723
101,2025-07-13 20:38:53,6.833659,
102,2025-07-13 20:39:12,6.789445,
103,2025-07-13 20:39:30,6.802774,
104,2025-07-13 20:39:50,6.786318,
105,2025-07-13 20:40:10,6.751384,
106,2025-07-13 20:40:29,6.656810,
107,2025-07-13 20:40:48,6.620902,
108,2025-07-13 20:41:08,6.594809,
109,2025-07-13 20:41:27,6.764050,
110,2025-07-13 20:41:47,6.726712,
111,2025-07-13 20:42:06,6.713101,
112,2025-07-13 20:42:25,6.809601,
113,2025-07-13 20:42:44,6.747749,
114,2025-07-13 20:43:04,6.726575,
115,2025-07-13 20:43:23,6.686733,
116,2025-07-13 20:43:42,6.548859,
117,2025-07-13 20:44:00,6.566253,
118,2025-07-13 20:44:20,6.580876,
119,2025-07-13 20:44:39,6.347976,
120,2025-07-13 20:44:59,6.629506,
121,2025-07-13 20:45:17,6.593388,
122,2025-07-13 20:45:36,6.570848,
123,2025-07-13 20:45:55,6.465425,
124,2025-07-13 20:46:13,6.313538,
125,2025-07-13 20:46:33,6.340383,
126,2025-07-13 20:46:52,6.427579,
127,2025-07-13 20:47:10,6.569415,
128,2025-07-13 20:47:29,6.529309,
129,2025-07-13 20:47:49,6.544884,
130,2025-07-13 20:48:10,6.476894,
131,2025-07-13 20:48:30,6.585341,
132,2025-07-13 20:48:48,6.559488,
133,2025-07-13 20:49:09,6.587036,
134,2025-07-13 20:49:30,6.593795,
135,2025-07-13 20:49:52,6.671737,
136,2025-07-13 20:50:12,6.818046,
137,2025-07-13 20:50:32,6.491635,
138,2025-07-13 20:50:51,6.545861,
139,2025-07-13 20:51:10,6.564280,
140,2025-07-13 20:51:30,6.508187,
141,2025-07-13 20:51:48,6.865417,
