step,avg_train_loss,val_loss
0,7.329534353333333,8.117839
50,7.093738559999999,7.73452425
100,6.90140294,7.4273042
150,6.430351352,6.692722999999999
200,6.180354432,6.2822770000000006
250,6.024969371999999,6.0391905999999995
300,5.892396952,5.8510822000000005
350,5.723005204000001,5.6678054
400,5.546017352000001,5.4589832000000005
450,5.4036280759999995,5.310317
500,5.2516942360000005,5.2044416
550,5.09927052,5.0611358
600,5.001764956000001,4.965559799999999
650,4.919057860000001,4.9240462
700,4.813757516,4.8666212
750,4.690942607999999,4.7566808
800,4.632457728,4.6689604000000005
850,4.573617928,4.612136
900,4.52919544,4.5089848
950,4.505196476,4.4631202000000005
1000,4.311943712,4.4140602
1050,4.167131532,4.3518848
1100,4.109729732,4.2479132
1150,4.036311616000001,4.1785276
1200,4.02356914,4.0823466
1250,4.2110998440000005,4.006060400000001
1300,4.289743840000001,3.9721243999999998
1350,4.242987252,3.9404192
1400,4.263808384,3.8913822000000002
1450,4.287598552,3.8810063999999995
1500,4.2010578,3.8377106
1550,4.126800456,3.7622652000000003
1600,4.09803242,3.7198728
1650,3.990210704,3.7129994
1700,3.842174184,3.6672419999999994
1750,3.788915584,3.6462027999999997
1800,3.72539642,3.6384884
1850,3.681063012,3.6305737999999996
1900,3.66886742,3.5945054
1950,3.686214276,3.5632993999999996
2000,3.679833676,3.5429944
2050,3.714424056,3.5174225999999997
2100,3.592564684,3.4937324
2150,3.447874024,3.4908906
2200,3.334602156,3.499346
2250,3.3317315800000005,3.4849372
2300,3.304524492,3.4831084000000003
2350,3.4398324226666666,3.4768921999999995
2400,3.5847194583333333,3.4669227499999997
2450,3.6988897577777777,3.448790666666666
