step,avg_train_loss,val_loss
0,8.753227586666666,9.336963333333333
50,8.386966495,8.86680725
100,8.123475476,8.4750576
150,7.557297323999999,7.5934494
200,7.223808375999999,7.038765
250,7.009865164,6.757966999999999
300,6.84076582,6.5101618000000006
350,6.682909392000001,6.3088634
400,6.5105100039999995,6.157121999999999
450,6.395254684,6.0728102
500,6.21330322,5.8776741999999995
550,6.053514136,5.707059200000001
600,5.889574516,5.5603880000000006
650,5.725732772,5.3856394000000005
700,5.497687168000001,5.2342858
750,5.352549788,5.158366200000001
800,5.228210184,5.065828000000001
850,5.142423544000001,4.9894322
900,5.037096884,4.979094600000001
950,4.940420796,4.8747698
1000,4.82392472,4.7218988
1050,4.746676032000001,4.6480923999999995
1100,4.6802099319999995,4.583791
1150,4.678965748,4.4436554
1200,4.5460509479999995,4.3671092
1250,4.333490504,4.3524886
1300,4.059103512,4.2782192000000006
1350,3.9747458399999998,4.1945198
1400,3.89219878,4.1462094
1450,3.9188963479999996,4.100098600000001
1500,4.072683624,3.9991066
1550,4.248175516,3.9462497999999995
1600,4.273353556,3.9002030000000003
1650,4.29683644,3.8745205999999994
1700,4.390506736,3.8637474
1750,4.4247642240000005,3.8755834
1800,4.411100988,3.8478513999999997
1850,4.347454472,3.819578
1900,4.375894508,3.8047233999999994
1950,4.291686972,3.7523362
2000,4.241646744,3.6952857999999997
2050,4.263051676,3.6609756000000004
2100,4.204471388,3.6439836
2150,4.0118255320000005,3.6239357999999995
2200,3.93141464,3.6099310000000004
2250,3.870907732,3.6081545999999998
2300,3.791711996,3.601462
2350,3.7998635839999997,3.5999624
2400,3.8003090799999995,3.5752420000000003
2450,3.777654244,3.5584026
2500,3.7538549439999995,3.5347226
2550,3.77551214,3.5248682000000002
2600,3.8187762800000002,3.5014418
2650,3.71280456,3.4895288
2700,3.5612963520000003,3.4896389999999995
2750,3.374311188,3.4880334
2800,3.314516612,3.4841729999999997
2850,3.130817285,3.4889569999999996
2900,3.123149906666667,3.495283333333333
