step,avg_train_loss,val_loss
0,8.63972976,9.321952666666666
50,8.334067955,8.7950055
100,8.066975872,8.434193
150,7.524203211999999,7.560340200000001
200,7.195091647999999,7.053324999999999
250,6.950712592,6.7161636
300,6.707960900000001,6.4616466
350,6.6104752079999995,6.225834399999999
400,6.407369484,6.0654094
450,6.249630304,5.8685636
500,6.096118272,5.6868314
550,5.95203666,5.5326948
600,5.743622588000001,5.4392338
650,5.5311539519999995,5.2586585999999995
700,5.40076776,5.1688858
750,5.282939432,5.0917392
800,5.190211612,5.037938800000001
850,5.073066096,4.9245256
900,4.984854503999999,4.8683476
950,4.8525937279999996,4.7277754000000005
1000,4.810562384,4.6385890000000005
1050,4.7598818199999995,4.5443634
1100,4.691545939999999,4.4497838000000005
1150,4.550608404,4.4243082000000005
1200,4.305169144,4.3952546
1250,4.086881236,4.352168
1300,3.9871749039999997,4.3002836
1350,3.9455206599999997,4.2304298000000005
1400,4.001144436000001,4.118487
1450,4.2155629160000005,4.0463838
1500,4.36902728,3.9820036
1550,4.449915020000001,3.9458080000000004
1600,4.481464560000001,3.9465069999999995
1650,4.457123896000001,3.911836
1700,4.385043824,3.8730187999999997
1750,4.411046332,3.8574862000000003
1800,4.323643056,3.8015458000000004
1850,4.267603083999999,3.742897
1900,4.284993404000001,3.7032228
1950,4.223007744,3.6819516
2000,4.025246008,3.6558576
2050,3.939617888,3.6370365999999996
2100,3.879993752,3.6356070000000003
2150,3.8001718519999996,3.625967
2200,3.8075805799999998,3.6271574
2250,3.8094736600000005,3.6000417999999996
2300,3.7875300039999997,3.5805178
2350,3.755045368,3.5474338000000003
2400,3.777991324,3.5371894
2450,3.8179215999999996,3.5079216000000004
2500,3.7151939999999994,3.494771
2550,3.562954224,3.4928082000000003
2600,3.379195592,3.4920372
2650,3.309746992,3.4843308
2700,3.2555479079999996,3.4824326
2750,3.393076108,3.4781734
2800,3.5074183849999994,3.4704355
2850,3.7326773999999996,3.46419
