step,avg_train_loss,val_loss
0,8.392968153333333,8.981347
50,8.09069828,8.528935
100,7.855587412,8.2049256
150,7.355906376,7.3863374
200,7.040355632000001,6.9571477999999995
250,6.7898600799999995,6.6365578
300,6.587067555999999,6.3460708
350,6.446623344,6.136033
400,6.28299414,6.0105918
450,6.13138808,5.8188334
500,5.997335556,5.6700794000000005
550,5.840699028,5.5522548
600,5.654369608,5.3684128
650,5.4455486959999995,5.2382566
700,5.285814516,5.158915599999999
750,5.168658452,5.064616600000001
800,5.062588744,4.9739708
850,4.974548592,4.9446402
900,4.86891406,4.8167974000000005
950,4.758843376,4.664479
1000,4.65076674,4.533639599999999
1050,4.616351979999999,4.4608276
1100,4.567945648,4.3454934000000005
1150,4.4849798960000005,4.263719
1200,4.296959588,4.244889000000001
1250,4.0474996,4.207985600000001
1300,3.8560211559999997,4.1444846
1350,3.7542852719999997,4.102097
1400,3.752124516,4.0506122
1450,3.8554476440000003,3.9602266
1500,4.066735912,3.8986646
1550,4.194859396,3.8632444
1600,4.27604116,3.8485898
1650,4.322291396,3.8608206000000003
1700,4.3000507599999995,3.8415033999999997
1750,4.2411352319999995,3.8098006
1800,4.25265838,3.7627748
1850,4.1679743160000005,3.6999318000000003
1900,4.115204484,3.6346378
1950,4.129591448,3.5802404
2000,4.126295860000001,3.5647726000000004
2050,3.9474251880000004,3.5548187999999996
2100,3.8224356999999998,3.5339314
2150,3.7754981880000003,3.5285708
2200,3.6965196160000007,3.5281241999999997
2250,3.6423623120000004,3.5211979999999996
2300,3.676267772,3.5130274
2350,3.6904543359999997,3.5049300000000003
2400,3.63307328,3.4811996
2450,3.6598257160000003,3.4787799999999995
2500,3.672482176,3.4647729999999997
2550,3.6986234080000004,3.4443309999999996
2600,3.5734087880000005,3.429196
2650,3.415643836,3.4281081999999996
2700,3.2117488360000004,3.4123551999999995
2750,3.173736192,3.4061648
2800,3.1416026759999998,3.4041086
2850,3.310554936,3.399469
2900,3.42838699,3.39177325
2950,3.6571929399999994,3.384435666666666
