step,avg_train_loss,val_loss
0,8.404130226666666,9.637228333333333
50,7.565048405,8.491340749999999
100,6.972015556,7.733627799999999
150,5.6595324399999996,6.1585757999999995
200,4.861613012,5.011687
250,4.532129128,4.527585
300,4.343557244,4.3122452
350,4.253022752,4.1388934
400,4.1574461959999995,4.0417998
450,4.00846514,3.8887030000000005
500,3.9512100519999995,3.7658397999999997
550,3.89412874,3.6744708000000004
600,3.7645646,3.5820998000000004
650,3.617085524,3.408894
700,3.517145892,3.332436
750,3.36188608,3.1733529999999996
800,3.163305636,3.0207108
850,3.0396749880000002,2.8933016
900,3.032461124,2.8425605999999997
950,3.021846216,2.7527947999999998
1000,2.940259648,2.7234051999999997
1050,2.937508448,2.6623829999999997
1100,2.903463688,2.6060182
1150,2.76917246,2.4978012
1200,2.695994168,2.4405088
1250,2.661016196,2.3869872
1300,2.586378384,2.3551314000000003
1350,2.5506038799999997,2.3699216
1400,2.484827888,2.3616146000000002
1450,2.423229556,2.4047402
1500,2.422286308,2.4256736
1550,2.424983464,2.4316102
1600,2.3758057119999996,2.3787621999999997
1650,2.395276964,2.3726418
1700,2.400599008,2.3362548
1750,2.378854608,2.3040596
1800,2.3470244879999997,2.278038
1850,2.340465116,2.2711876
1900,2.307058664,2.2548138
1950,2.2879903720000003,2.1988788
2000,2.253142276,2.1928664
2050,2.270047156,2.1775452
2100,2.292577208,2.1688108
2150,2.3270616680000002,2.156518
2200,2.354225736,2.1527602000000003
2250,2.340400652,2.1230686000000003
2300,2.246860588,2.1263936
2350,2.1590906280000004,2.1115416
2400,2.0638440680000003,2.1067038
2450,1.955807164,2.099093
2500,1.887067344,2.1048976
2550,1.959697048,2.085559
2600,2.0354200159999998,2.0682488
2650,2.095988996,2.054299
2700,2.184537632,2.03692
2750,2.2318067640000003,2.023162
2800,2.2176838240000003,2.0194484
2850,2.2031083160000002,2.0127572
2900,2.1926769640000003,2.0140295999999998
2950,2.16421798,2.0147323999999998
3000,2.174882188,2.0138933999999997
3050,2.216866936,2.0090714
3100,2.211948576,2.0139524
3150,2.271865616,2.0144876
3200,2.3621319959999996,2.0359949999999998
3250,2.403760824,2.0442146
3300,2.412509288,2.0559184000000004
3350,2.3844272159999997,2.0461864
3400,2.3288123759999997,2.0293036
3450,2.237092016,1.9905519999999999
3500,2.201804084,1.9634740000000002
3550,2.200820528,1.9384865999999998
3600,2.2777890239999996,1.9353646000000002
3650,2.280165392,1.934442
3700,2.309584384,1.9350353999999998
3750,2.333048796,1.9317385999999999
3800,2.282672876,1.9215978
3850,2.241367056,1.9146826000000001
3900,2.244755628,1.906878
3950,2.19864148,1.9003742
4000,2.141975452,1.9058214
4050,2.123260608,1.9149104000000001
4100,2.0433407640000003,1.9155113999999998
4150,2.028519692,1.9188706
4200,2.043151052,1.9269121999999999
4250,2.030669916,1.9167718
4300,2.012145956,1.9103674000000002
4350,2.038092244,1.9055336
4400,2.0078451119999996,1.9006219999999998
4450,1.983324064,1.8880758
4500,1.9806489200000001,1.8843522
4550,1.9601396479999997,1.8800262
4600,1.958574952,1.8701612
4650,1.961620616,1.8609496
4700,1.9618403720000004,1.863126
4750,2.005704864,1.8627873999999998
4800,2.0148477799999998,1.8606126
4850,2.068186376,1.8577888000000002
4900,2.0877116640000004,1.8571666
4950,2.0177516239999997,1.8522534
5000,1.9428435919999998,1.8495863999999997
5050,1.896655972,1.852002
5100,1.7879735360000002,1.857086
5150,1.7001241360000001,1.8636545999999998
5200,1.7538055830000001,1.8637674
5250,1.7491651137500002,1.86363075
5300,1.756790971666667,1.8619640000000002
