step,avg_train_loss,val_loss
0,8.086983266666667,8.614365000000001
50,7.7791564300000005,8.2091525
100,7.521274776,7.8866146
150,7.001274032,7.158227800000001
200,6.656316599999999,6.7003168
250,6.4220814079999995,6.319509399999999
300,6.248246067999999,6.124961600000001
350,6.11264618,5.9489762
400,5.961322316,5.797964
450,5.7900745,5.630440800000001
500,5.689569208,5.490671600000001
550,5.563869116000001,5.3174918
600,5.426937712,5.1585388000000005
650,5.293914152000001,5.003491599999999
700,5.160800596,4.8709256
750,4.943689095999999,4.736316199999999
800,4.784564668,4.6304305999999995
850,4.6327073720000005,4.5013134
900,4.553854555999999,4.4656573999999996
950,4.46116816,4.3872252000000005
1000,4.392051312,4.357700599999999
1050,4.306804531999999,4.2639204
1100,4.223611856,4.223303799999999
1150,4.113576956,4.1018006
1200,4.06429476,4.067084799999999
1250,4.022077072,4.0182611999999995
1300,4.017240956,3.9236846
1350,3.935264832,3.8459719999999997
1400,3.7704049920000005,3.8237294
1450,3.5568253320000003,3.7494538
1500,3.3505821960000004,3.6870968
1550,3.295507548,3.6580974
1600,3.3543057079999996,3.6180065999999997
1650,3.4493932039999997,3.5720126
1700,3.616218592,3.5299974
1750,3.7512820519999996,3.4919964
1800,3.72535674,3.4641309999999996
1850,3.714458948,3.4572959999999995
1900,3.823504704,3.442221
1950,3.861812408,3.4687533999999998
2000,3.869773584,3.4830362
2050,3.847740248,3.4711033999999996
2100,3.81260234,3.4378186
2150,3.7937116279999996,3.4079008
2200,3.73193374,3.3560144000000003
2250,3.7330808400000004,3.3007402
2300,3.74202018,3.2735100000000004
2350,3.743384684,3.2672026
2400,3.5704287720000005,3.2451003999999997
2450,3.494659888,3.2321788
2500,3.427351208,3.2300538000000003
2550,3.391076484,3.2394798000000002
2600,3.336059044,3.2257034000000004
2650,3.3554369879999997,3.2266016
2700,3.363056056,3.2201418000000004
2750,3.3308996960000004,3.2040528000000004
2800,3.30039612,3.1794198000000002
2850,3.3202150799999997,3.1829318
2900,3.328917724,3.1689866
2950,3.3887494400000002,3.150716
3000,3.305499536,3.1409314000000004
3050,3.175464292,3.1449622
3100,3.002140172,3.13279
3150,2.8941144440000004,3.1339554
3200,2.71408591,3.1394254999999998
3250,2.6736628799999997,3.1460806666666663
